anio,municipio_id,municipio_nombre,unidades_de_servicio_nivel_inicial*,unidades_de_servicio_nivel_primario,unidades_de_servicio_nivel_secundario**,sector_de_gestión_estatal***,sector_de_gestión_privada****,matricula_sexo_femenino*****,matricula_sexo_masculino******,matricula_nivel_inicial,matricula_nivel_primario*******,matricula_nivel_secundario********
2021,06525,Marcos Paz,21,24,14,73,17,10603,13176,3196,7598,5543
2022,06525,Marcos Paz,22,24,15,74,17,10700,12995,3221,7753,5501
2023,06525,Marcos Paz,25,24,14,76,17,11653,13232,3307,7771,5435
2011,06532,Mercedes,39,41,20,107,35,11813,11263,3452,6681,4904
2012,06532,Mercedes,39,41,21,109,35,11991,11555,3522,6821,5015
2013,06532,Mercedes,39,41,21,109,35,11910,11150,3526,6748,5025
2014,06532,Mercedes,39,41,21,109,34,12104,11204,3546,6775,5050
2015,06532,Mercedes,40,41,21,111,34,12213,11433,3669,6777,5076
2016,06532,Mercedes,40,41,20,114,33,12408,11487,3731,6769,5085
2017,06532,Mercedes,40,41,21,111,35,13157,12118,3786,6765,5192
2018,06532,Mercedes,40,41,21,109,34,12931,12077,3866,6693,5330
2019,06532,Mercedes,40,41,21,113,34,13057,12327,3783,6722,5552
2020,06532,Mercedes,40,41,21,111,34,12454,11668,3855,6734,5590
2021,06532,Mercedes,40,41,21,111,32,12227,11460,3596,6786,5865
2022,06532,Mercedes,40,41,21,112,34,12574,11534,3571,6864,5868
2023,06532,Mercedes,41,41,21,113,32,12293,11548,3291,6871,5669
2011,06539,Merlo,101,119,127,312,150,79090,74457,20653,61438,44572
2012,06539,Merlo,103,119,125,311,151,79260,74206,21148,61028,45451
2013,06539,Merlo,103,119,123,334,149,80304,74920,21611,60912,45869
2014,06539,Merlo,104,119,122,340,148,80176,75961,22010,61371,46247
2015,06539,Merlo,105,119,122,319,148,81316,76362,22223,61660,47052
2016,06539,Merlo,106,119,122,324,150,81047,77156,22299,62231,47901
2017,06539,Merlo,108,118,121,305,150,81455,77418,22728,62712,48644
2018,06539,Merlo,110,118,122,309,150,83081,78436,22967,63373,48860
2019,06539,Merlo,111,120,119,303,152,83600,78567,23043,63799,49218
2020,06539,Merlo,111,120,119,299,151,83061,78217,22348,64573,49701
2021,06539,Merlo,110,120,119,300,150,82991,78973,20557,64705,52197
2022,06539,Merlo,110,120,119,300,150,82593,79329,21049,64735,52364
2023,06539,Merlo,109,120,119,301,146,80685,78114,20280,64058,52391
2011,06547,Monte,13,19,9,44,9,3435,3157,1095,2397,1382
2012,06547,Monte,13,19,9,44,9,3734,3205,1135,2409,1324
2013,06547,Monte,13,19,8,46,9,3772,3393,1144,2460,1397
2014,06547,Monte,13,19,9,46,10,3768,3458,1197,2459,1497
2015,06547,Monte,14,18,9,46,10,3862,3432,1246,2448,1494
2016,06547,Monte,14,18,9,45,10,3829,3542,1192,2525,1587
2017,06547,Monte,15,18,9,45,10,3845,3651,1223,2546,1645
2018,06547,Monte,15,18,9,45,10,3860,3633,1223,2602,1701
2019,06547,Monte,15,18,9,44,10,3983,3593,1247,2568,1733
2020,06547,Monte,15,18,9,42,10,3983,3633,1193,2620,1786
2021,06547,Monte,15,18,9,42,10,4067,3711,1147,2657,1853
2022,06547,Monte,16,18,9,46,10,4115,3835,1152,2568,1893
2023,06547,Monte,17,18,9,47,10,4176,3961,1122,2485,1953
2011,06553,Monte Hermoso,3,3,2,17,,1277,1185,336,667,570
2012,06553,Monte Hermoso,3,3,2,18,,1283,1306,366,686,574
2013,06553,Monte Hermoso,3,3,2,19,,1327,1259,362,725,592
2014,06553,Monte Hermoso,3,3,2,20,,1191,1315,357,737,568
2015,06553,Monte Hermoso,3,3,2,21,,1338,1399,377,746,520
2016,06553,Monte Hermoso,4,3,2,23,,1687,1740,393,751,449
2017,06553,Monte Hermoso,4,3,2,22,,1449,1460,423,760,462
2018,06553,Monte Hermoso,4,3,2,24,,1716,1586,431,769,433
2019,06553,Monte Hermoso,5,3,2,24,,1759,1684,477,769,459
2020,06553,Monte Hermoso,5,3,2,23,,1635,1586,448,800,459
2021,06553,Monte Hermoso,5,3,2,23,,1614,1668,429,794,462
2022,06553,Monte Hermoso,5,3,2,23,,1748,1690,406,809,475
2023,06553,Monte Hermoso,5,3,2,23,,1766,1841,405,839,520
2011,06560,Moreno,114,132,138,325,174,75360,71236,19148,61837,42418
2012,06560,Moreno,114,132,132,318,173,74636,71255,19385,62061,43220
2013,06560,Moreno,114,132,129,324,175,76002,72713,19879,62781,44023
2014,06560,Moreno,112,132,125,325,168,76962,73616,19736,63622,43435
2015,06560,Moreno,117,132,126,329,169,78266,75340,20764,64573,44214
2016,06560,Moreno,117,131,125,330,166,79897,76943,20899,65929,44727
2017,06560,Moreno,118,133,125,331,165,81503,78731,21519,66826,45374
2018,06560,Moreno,118,134,126,329,166,87044,81642,21957,68142,46770
2019,06560,Moreno,119,135,126,322,167,86535,82727,22203,68676,47621
2020,06560,Moreno,120,135,126,310,165,85041,81999,21730,70034,48834
2021,06560,Moreno,120,135,127,316,164,88160,83317,20542,70648,51780
2022,06560,Moreno,118,134,128,319,161,86324,84200,20945,70805,52290
2023,06560,Moreno,118,134,128,324,163,87555,84020,20317,70395,53247
2011,06568,Morón,98,88,99,245,176,55681,51407,15204,31258,27916
2012,06568,Morón,98,89,96,245,174,54898,51444,15442,31319,27726
2013,06568,Morón,100,89,92,247,176,54424,51472,15815,31343,27708
2014,06568,Morón,103,89,92,250,175,54962,52017,16144,31453,27619
2015,06568,Morón,102,91,91,248,178,54999,52477,15512,31474,27892
2016,06568,Morón,103,91,90,250,179,55813,52632,15514,31543,28716
2017,06568,Morón,103,91,87,240,181,54842,52200,15690,31307,28927
2018,06568,Morón,101,90,85,231,177,55708,52134,15566,31272,29158
2019,06568,Morón,101,90,83,233,172,56483,52978,15142,31329,29539
2020,06568,Morón,102,90,80,227,170,55323,52050,14872,31353,29670
2021,06568,Morón,102,90,80,228,170,53730,50015,13305,30746,30036
2022,06568,Morón,102,90,80,231,171,51633,48994,13057,29960,29349
2023,06568,Morón,100,90,80,231,167,50870,48249,12189,28910,28588
2011,06574,Navarro,18,30,8,62,7,2806,2899,913,1884,1155
2012,06574,Navarro,18,30,7,62,6,2778,2930,903,1892,1155
2013,06574,Navarro,18,30,7,62,6,2799,2790,874,1928,1115
2014,06574,Navarro,18,30,7,63,6,2730,2933,878,1936,1128
2015,06574,Navarro,18,30,7,63,6,2922,3004,905,1926,1157
2016,06574,Navarro,18,30,7,63,6,3025,3094,913,1943,1213
2017,06574,Navarro,18,30,7,63,6,3099,3174,933,1988,1271
2018,06574,Navarro,18,30,7,63,6,3067,3161,978,2012,1279
2019,06574,Navarro,18,30,7,63,6,3132,3156,961,2007,1262
2020,06574,Navarro,19,30,7,64,6,3080,3277,923,1978,1372
2021,06574,Navarro,20,30,7,66,6,3122,3190,854,1993,1374
2022,06574,Navarro,19,30,7,65,6,3384,3153,863,1984,1389
2023,06574,Navarro,23,29,7,68,6,3115,3156,843,1972,1394
2011,06581,Necochea,40,55,32,139,43,18434,15736,4750,10104,7312
2012,06581,Necochea,42,55,29,138,43,18255,15592,4798,10012,7444
2013,06581,Necochea,42,55,29,143,43,17886,15838,4827,9911,7514
2014,06581,Necochea,42,55,30,144,43,18373,16036,4842,9758,7474
2015,06581,Necochea,43,55,30,147,42,18048,16116,4849,9683,7354
2016,06581,Necochea,43,55,30,147,43,17995,16170,4870,9533,7480
2017,06581,Necochea,43,54,31,138,44,17759,16005,4966,9510,7434
2018,06581,Necochea,42,54,31,141,44,18685,16057,4897,9317,7599
2019,06581,Necochea,42,52,31,137,43,19126,16405,4867,9294,7618
2020,06581,Necochea,42,51,31,132,43,18546,15841,4750,9327,7594
2021,06581,Necochea,42,51,31,134,43,18855,15884,4497,9337,7814
2022,06581,Necochea,43,51,32,132,41,18397,15931,4603,9289,7670
2023,06581,Necochea,43,51,32,140,39,17627,15730,4339,9224,7351
2011,06595,Olavarría,60,77,45,206,54,20363,21416,5534,11697,9015
2012,06595,Olavarría,60,77,40,202,54,20222,22575,5577,11536,9285
2013,06595,Olavarría,60,77,40,208,54,19503,22193,5669,11534,9148
2014,06595,Olavarría,60,77,40,207,54,21165,22091,5762,11460,9179
2015,06595,Olavarría,60,77,38,204,55,20849,22641,5741,11424,9291
2016,06595,Olavarría,61,77,37,205,56,20627,22390,5711,11330,9294
2017,06595,Olavarría,61,76,37,198,56,20685,22170,5671,11405,9451
2018,06595,Olavarría,61,74,38,194,58,19989,21665,5762,11296,9728
2019,06595,Olavarría,61,73,38,196,56,21684,22514,5692,11274,9939
2020,06595,Olavarría,60,73,39,189,56,21426,22467,5554,11316,10068
2021,06595,Olavarría,59,73,39,192,54,21384,21557,5219,11329,10332
2022,06595,Olavarría,59,73,38,189,56,21232,21483,5048,11199,10105
2023,06595,Olavarría,60,74,37,189,54,20269,21165,4699,10987,9838
2011,06602,Patagones,23,35,14,99,9,6956,6060,1591,3188,2990
2012,06602,Patagones,23,35,14,105,8,7088,6079,1523,3160,2989
2013,06602,Patagones,23,33,14,110,8,7785,6224,1576,3098,2960
2014,06602,Patagones,23,33,14,110,8,6920,6254,1629,3133,2866
2015,06602,Patagones,23,33,13,112,8,7080,6201,1572,3116,2835
2016,06602,Patagones,23,32,13,111,8,7027,6134,1666,3120,2737
2017,06602,Patagones,23,32,12,102,8,7751,6074,1691,3198,2668
2018,06602,Patagones,23,31,12,99,8,7728,6721,1740,3255,2783
2019,06602,Patagones,24,31,12,100,8,7469,6669,1798,3302,2811
2020,06602,Patagones,24,31,12,99,8,7424,6593,1751,3405,2831
2021,06602,Patagones,24,30,12,98,8,7544,6864,1619,3419,2956
2022,06602,Patagones,24,30,12,100,8,7482,6705,1566,3432,2829
2023,06602,Patagones,24,28,11,96,8,7403,6685,1515,3378,2884
2011,06609,Pehuajó,29,39,18,127,9,9558,8444,2145,4243,3192
2012,06609,Pehuajó,29,37,18,125,9,9571,8178,2176,4246,3161
2013,06609,Pehuajó,29,37,18,131,8,9231,7908,2137,4171,3223
2014,06609,Pehuajó,29,37,16,128,7,9331,8175,2129,4225,3179
2015,06609,Pehuajó,29,37,16,127,7,9551,8305,2065,4214,3223
2016,06609,Pehuajó,29,37,16,127,7,10035,8546,2122,4251,3222
2017,06609,Pehuajó,29,37,15,120,7,9559,8229,2123,4164,3264
2018,06609,Pehuajó,28,37,15,121,7,9351,8149,2126,4141,3282
2019,06609,Pehuajó,28,36,15,116,7,10033,8191,2184,4147,3538
2020,06609,Pehuajó,28,36,15,114,7,9654,8346,2135,4087,3500
2021,06609,Pehuajó,28,36,15,113,7,9436,7708,2055,4080,3682
2022,06609,Pehuajó,28,34,15,113,7,9455,7973,1952,4107,3620
2023,06609,Pehuajó,28,34,15,113,7,8968,7858,1895,4051,3523
2011,06616,Pellegrini,5,9,2,25,2,1640,1159,302,610,487
2012,06616,Pellegrini,5,9,2,25,2,1720,1147,301,586,517
2013,06616,Pellegrini,5,9,2,25,2,1650,1225,353,587,495
2014,06616,Pellegrini,5,9,2,25,2,1660,1291,341,587,494
2015,06616,Pellegrini,5,9,2,26,2,1552,1388,374,582,484
2016,06616,Pellegrini,5,9,2,26,2,1639,1235,371,555,466
2017,06616,Pellegrini,5,9,2,26,2,1612,1243,373,562,483
2018,06616,Pellegrini,6,7,2,24,2,1579,1326,445,574,497
2019,06616,Pellegrini,6,7,2,23,2,1614,1348,451,574,489
2020,06616,Pellegrini,6,6,2,22,2,1524,1276,437,612,503
2021,06616,Pellegrini,6,6,2,24,2,1617,1338,437,630,507
2022,06616,Pellegrini,6,6,2,24,2,1716,1463,423,676,489
2023,06616,Pellegrini,6,6,3,24,2,1933,1413,406,664,493
2011,06623,Pergamino,50,59,38,162,42,17441,15842,5246,10400,7273
2012,06623,Pergamino,52,59,34,160,42,17629,15918,5310,10420,7362
2013,06623,Pergamino,52,59,34,167,42,17479,15689,5389,10415,7312
2014,06623,Pergamino,52,58,37,165,43,17624,16187,5477,10533,7371
2015,06623,Pergamino,52,58,35,165,44,17796,16277,5523,10460,7342
2016,06623,Pergamino,52,58,35,165,44,18206,16325,5520,10470,7438
2017,06623,Pergamino,55,57,35,155,47,17837,16297,5624,10502,7628
2018,06623,Pergamino,59,57,33,154,53,17351,16301,5772,10619,7728
2019,06623,Pergamino,58,56,33,155,51,18127,16753,5773,10700,8008
2020,06623,Pergamino,57,56,33,149,48,18002,16443,5499,10729,8106
2021,06623,Pergamino,55,56,33,150,46,18798,16727,5064,10693,8597
2022,06623,Pergamino,54,56,34,153,45,17985,16528,5019,10615,8693
2023,06623,Pergamino,54,56,34,154,46,18171,16638,4886,10422,8603
2011,06630,Pila,8,16,2,35,,700,633,205,400,353
2012,06630,Pila,8,16,2,35,,675,643,209,399,366
2013,06630,Pila,8,16,2,36,,669,618,215,403,357
2014,06630,Pila,8,16,2,34,,697,624,217,411,353
2015,06630,Pila,8,16,2,35,,773,733,226,412,353
2016,06630,Pila,8,16,2,36,,819,708,221,396,373
2017,06630,Pila,8,15,2,36,,805,809,230,410,375
2018,06630,Pila,8,15,2,35,,893,828,255,417,413
2019,06630,Pila,8,14,2,34,,939,901,281,418,389
2020,06630,Pila,8,14,2,33,,967,873,285,457,426
2021,06630,Pila,8,15,2,33,,1052,881,276,481,420
2022,06630,Pila,8,15,2,34,,1119,946,235,459,405
2023,06630,Pila,9,15,2,36,,1211,993,249,440,395
2011,06638,Pilar,97,106,103,174,186,52707,50461,14586,42907,29541
2012,06638,Pilar,98,106,102,176,189,53337,50720,14446,43548,31255
2013,06638,Pilar,99,106,99,181,189,54784,51984,14812,43914,32063
2014,06638,Pilar,102,106,96,179,190,56593,53297,15659,44435,32307
2015,06638,Pilar,102,106,97,175,198,56996,53940,15750,44709,33387
2016,06638,Pilar,104,107,96,181,197,59088,55903,16337,45368,33895
2017,06638,Pilar,104,109,96,175,200,58984,56455,16598,45647,35099
2018,06638,Pilar,107,109,95,179,198,59580,57611,17438,46209,36094
2019,06638,Pilar,108,109,94,177,196,59963,58262,17981,47339,36959
2020,06638,Pilar,109,110,98,172,207,60436,59128,17132,47941,38709
2021,06638,Pilar,107,110,100,174,206,64985,62289,16200,48435,40472
2022,06638,Pilar,105,109,99,175,203,63628,61544,17184,48586,41279
2023,06638,Pilar,107,111,99,179,205,64644,62778,17418,48355,41549
2011,06644,Pinamar,9,8,6,28,6,4382,4399,1577,3353,1989
2012,06644,Pinamar,9,8,6,29,6,4650,4615,1607,3542,2142
2013,06644,Pinamar,9,8,6,31,6,4792,4833,1682,3581,2235
2014,06644,Pinamar,9,8,6,31,6,4971,4874,1659,3757,2278
2015,06644,Pinamar,9,8,6,31,6,5189,5022,1703,3862,2335
2016,06644,Pinamar,11,8,6,31,7,5281,5470,1826,3868,2502
2017,06644,Pinamar,11,10,6,31,8,5450,5421,1810,4067,2599
2018,06644,Pinamar,12,10,7,32,9,5570,5727,1861,3993,2699
2019,06644,Pinamar,12,10,7,32,9,5796,5599,1882,4019,2728
2020,06644,Pinamar,12,10,7,32,9,5652,5707,1894,3969,2843
2021,06644,Pinamar,12,10,8,34,9,5773,5927,1705,3987,3128
2022,06644,Pinamar,12,10,8,36,9,6075,6104,1806,4174,3119
2023,06644,Pinamar,12,10,8,36,9,6281,6196,1787,4090,3140
2011,06648,Presidente Perón,21,17,16,60,10,12568,12697,4428,11285,6860
2012,06648,Presidente Perón,22,17,15,60,10,12693,12863,4508,11543,7104
2013,06648,Presidente Perón,22,17,15,62,10,13207,13646,4803,11884,7196
2014,06648,Presidente Perón,22,18,15,63,11,13299,13968,4813,12162,7301
2015,06648,Presidente Perón,22,18,15,63,11,13767,14239,4751,12406,7498
2016,06648,Presidente Perón,22,18,15,63,11,13774,14573,4785,12607,7589
2017,06648,Presidente Perón,22,18,15,64,12,15186,15336,4821,12974,7594
2018,06648,Presidente Perón,22,18,16,63,13,15982,15690,4877,13079,7841
2019,06648,Presidente Perón,22,18,16,64,13,17493,16302,4767,13453,8411
2020,06648,Presidente Perón,22,18,16,62,13,16232,15769,5436,13680,8787
2021,06648,Presidente Perón,22,18,16,62,13,16373,16102,5157,13842,9428
2022,06648,Presidente Perón,22,19,16,63,14,16808,16746,5177,13809,9845
2023,06648,Presidente Perón,22,19,17,63,15,17392,17103,5104,13679,10121
2011,06651,Puán,15,20,10,60,12,2523,2275,691,1282,971
2012,06651,Puán,15,20,10,62,12,2673,2396,668,1291,942
2013,06651,Puán,15,20,11,63,12,2682,2412,677,1243,933
2014,06651,Puán,15,19,11,62,12,2530,2225,700,1202,912
2015,06651,Puán,15,19,11,61,12,2632,2282,738,1164,871
2016,06651,Puán,15,19,11,60,12,2490,2215,711,1165,846
2017,06651,Puán,15,19,11,59,12,2406,2086,733,1140,848
2018,06651,Puán,15,19,11,61,12,2498,2138,733,1155,856
2019,06651,Puán,14,18,11,57,11,2649,2275,725,1131,869
2020,06651,Puán,14,18,10,56,11,2359,2079,682,1167,822
2021,06651,Puán,14,17,10,53,11,2478,2286,671,1161,842
2022,06651,Puán,14,18,10,58,11,2618,2257,678,1154,802
2023,06651,Puán,14,18,10,55,11,2602,2310,675,1198,791
2011,06655,Punta Indio,8,15,7,40,,1735,1767,468,1050,736
2012,06655,Punta Indio,8,15,6,39,,1866,1650,496,1055,740
2013,06655,Punta Indio,8,15,6,40,,1827,1628,510,1002,785
2014,06655,Punta Indio,9,15,6,42,,1957,1694,565,1013,789
2015,06655,Punta Indio,9,15,5,41,,1904,1705,545,1027,821
2016,06655,Punta Indio,9,15,5,41,,1953,1810,597,1015,788
2017,06655,Punta Indio,9,15,5,40,,1904,1862,605,1059,771
2018,06655,Punta Indio,9,15,5,40,,1923,1798,634,1074,765
2019,06655,Punta Indio,9,15,5,38,,2008,1893,641,1109,819
2020,06655,Punta Indio,9,15,5,37,,1979,1785,636,1151,818
2021,06655,Punta Indio,9,14,5,38,,2184,1912,607,1146,850
2022,06655,Punta Indio,9,14,5,37,,1967,1854,591,1210,829
2023,06655,Punta Indio,9,15,5,39,,2202,1872,566,1189,827
2011,06658,Quilmes,159,145,158,360,254,86792,82757,24661,59694,49391
2012,06658,Quilmes,159,145,154,358,252,86296,82392,24819,59500,49436
2013,06658,Quilmes,159,145,152,372,249,86923,82923,25231,59666,49713
2014,06658,Quilmes,160,145,150,370,252,87554,83300,25667,59599,49221
2015,06658,Quilmes,157,144,146,369,245,88737,83930,25950,59973,49233
2016,06658,Quilmes,156,144,145,370,243,88265,85091,25628,60789,49827
2017,06658,Quilmes,157,145,145,362,246,92195,87437,26337,61123,50671
2018,06658,Quilmes,158,145,145,355,245,95543,89375,26545,61426,51330
2019,06658,Quilmes,157,146,145,355,243,96052,90519,26083,62038,52221
2020,06658,Quilmes,159,147,144,341,245,90137,88555,25328,62572,53128
2021,06658,Quilmes,161,146,144,348,242,94043,89538,23687,62282,55129
2022,06658,Quilmes,162,146,144,350,238,92172,87433,24458,61378,54942
2023,06658,Quilmes,161,146,144,354,237,89104,85925,23730,60275,53840
2011,06665,Ramallo,12,24,11,68,4,6045,5642,1841,3743,2442
2012,06665,Ramallo,12,24,11,69,4,6155,5667,1894,3823,2367
2013,06665,Ramallo,12,24,11,75,4,6382,5816,1914,3905,2498
2014,06665,Ramallo,12,24,9,71,3,6488,5964,1929,3972,2507
2015,06665,Ramallo,12,24,9,72,3,6714,6095,1965,4008,2535
2016,06665,Ramallo,12,24,9,72,3,6628,6188,1947,3952,2560
2017,06665,Ramallo,12,24,9,68,3,6811,6089,1991,3976,2679
2018,06665,Ramallo,12,24,9,70,3,6779,6291,2050,3985,2982
2019,06665,Ramallo,12,24,9,70,3,7119,6409,2039,3974,2981
2020,06665,Ramallo,12,24,9,68,3,7186,6381,2010,3968,3048
2021,06665,Ramallo,12,24,9,68,3,7396,6498,1931,3999,3261
2022,06665,Ramallo,12,24,9,69,3,7241,6398,1909,3945,3208
2023,06665,Ramallo,12,24,9,71,3,7232,6563,1842,3916,3128
2011,06672,Rauch,15,27,4,56,5,2975,2653,691,1535,981
2012,06672,Rauch,15,26,4,55,5,3206,2815,696,1540,1014
2013,06672,Rauch,15,25,4,54,5,3065,2720,720,1534,992
2014,06672,Rauch,15,25,4,54,5,3038,2670,734,1511,1018
2015,06672,Rauch,18,25,4,59,5,3392,2825,683,1471,1069
2016,06672,Rauch,18,25,4,59,5,3125,2819,653,1505,1050
2017,06672,Rauch,19,25,4,58,5,3082,2861,701,1512,1031
2018,06672,Rauch,17,23,4,54,5,3211,2912,734,1497,1049
2019,06672,Rauch,17,24,4,56,5,3030,2788,738,1430,1016
2020,06672,Rauch,17,23,4,55,5,3076,2781,687,1450,1087
2021,06672,Rauch,16,23,4,54,5,3216,2868,657,1438,1156
2022,06672,Rauch,18,24,4,57,5,3052,2799,630,1457,1173
2023,06672,Rauch,18,23,4,55,5,2930,3048,581,1414,1165
2011,06679,Rivadavia,13,19,10,54,5,3342,3148,886,1900,1407
2012,06679,Rivadavia,13,19,9,55,5,3177,3121,862,1898,1379
2013,06679,Rivadavia,14,19,9,56,5,3096,3154,839,1859,1451
2014,06679,Rivadavia,14,19,9,54,5,3003,3155,910,1838,1448
2015,06679,Rivadavia,14,19,9,54,5,3197,2954,893,1828,1442
2016,06679,Rivadavia,15,19,8,55,5,3067,3094,934,1786,1457
2017,06679,Rivadavia,15,19,8,56,4,2989,3090,919,1803,1484
2018,06679,Rivadavia,15,19,8,56,4,3187,3079,974,1803,1478
2019,06679,Rivadavia,15,19,8,55,4,3795,3314,971,1790,1517
2020,06679,Rivadavia,15,20,8,55,4,3258,2964,991,1802,1471
2021,06679,Rivadavia,15,20,8,56,4,3335,2936,931,1887,1499
2022,06679,Rivadavia,15,20,8,56,4,3535,3015,923,1881,1444
2023,06679,Rivadavia,16,20,8,56,4,3510,2914,851,1888,1453
2011,06686,Rojas,21,23,9,71,5,4259,3788,1426,2326,1552
2012,06686,Rojas,20,23,9,71,4,4164,3663,1396,2344,1562
2013,06686,Rojas,20,23,8,72,4,4190,3610,1407,2353,1594
2014,06686,Rojas,20,23,8,72,4,4046,3688,1458,2368,1576
2015,06686,Rojas,20,23,8,71,4,4234,3811,1456,2364,1679
2016,06686,Rojas,20,23,8,71,4,4383,3908,1422,2403,1779
2017,06686,Rojas,20,23,7,66,4,4378,3883,1442,2340,1798
2018,06686,Rojas,20,23,7,68,4,4483,3946,1422,2360,1853
2019,06686,Rojas,20,23,7,66,4,4541,3999,1389,2350,1904
2020,06686,Rojas,21,23,7,67,4,4481,3980,1391,2346,1895
2021,06686,Rojas,21,23,7,67,4,4503,3824,1287,2324,1971
2022,06686,Rojas,20,23,7,66,4,4363,4046,1294,2257,1949
2023,06686,Rojas,20,22,7,64,4,4291,3827,1224,2217,1920
2011,06693,Roque Pérez,17,24,5,56,,2113,1979,710,1378,822
2012,06693,Roque Pérez,17,24,5,57,,2393,1898,710,1422,863
2013,06693,Roque Pérez,17,24,5,57,,2243,2157,705,1426,955
2014,06693,Roque Pérez,17,24,5,59,,2389,2264,699,1437,953
2015,06693,Roque Pérez,17,24,5,59,,2459,2387,715,1419,961
2016,06693,Roque Pérez,17,24,5,60,,2707,2332,721,1372,1017
2017,06693,Roque Pérez,17,25,5,60,,2652,2303,705,1377,995
2018,06693,Roque Pérez,17,25,5,60,,2746,2475,707,1381,1025
2019,06693,Roque Pérez,17,25,5,59,,2727,2379,738,1363,1044
2020,06693,Roque Pérez,17,25,5,58,,2512,2256,716,1373,1052
2021,06693,Roque Pérez,17,25,5,58,,2519,2354,715,1355,1073
2022,06693,Roque Pérez,17,25,5,60,,2533,2328,724,1370,1055
2023,06693,Roque Pérez,17,25,5,61,,3061,2147,709,1339,1067
2011,06700,Saavedra,15,21,8,61,7,3796,3660,1116,1880,1190
2012,06700,Saavedra,15,20,8,59,7,3793,3510,1087,1873,1223
2013,06700,Saavedra,15,19,8,61,7,4012,3548,1035,1898,1246
2014,06700,Saavedra,15,19,8,61,7,3790,3322,1056,1886,1258
2015,06700,Saavedra,15,19,8,62,7,3948,3699,1062,1825,1305
2016,06700,Saavedra,15,19,8,62,7,4182,3648,1060,1809,1310
2017,06700,Saavedra,15,18,8,60,7,3983,3642,1039,1821,1270
2018,06700,Saavedra,15,18,8,60,7,4085,3646,1068,1806,1259
2019,06700,Saavedra,15,18,8,60,7,4012,3481,1095,1736,1302
2020,06700,Saavedra,15,18,8,58,7,4252,3609,1071,1741,1385
2021,06700,Saavedra,15,18,8,58,7,3918,3497,1008,1801,1391
2022,06700,Saavedra,15,18,8,56,7,4074,3586,963,1810,1277
2023,06700,Saavedra,15,18,8,57,7,4202,3795,924,1787,1203
2011,06707,Saladillo,25,39,7,86,6,5808,5186,1582,3192,1563
2012,06707,Saladillo,25,39,7,88,6,6058,5380,1548,3251,1664
2013,06707,Saladillo,25,40,7,89,7,5811,5179,1590,3317,1423
2014,06707,Saladillo,25,40,7,89,7,5622,5257,1624,3327,1367
2015,06707,Saladillo,25,40,7,88,7,5960,5320,1655,3326,1628
2016,06707,Saladillo,25,40,7,88,8,6185,5406,1643,3393,1662
2017,06707,Saladillo,25,40,7,88,8,7171,5740,1687,3374,1772
2018,06707,Saladillo,25,40,7,89,8,7214,5760,1728,3356,1797
2019,06707,Saladillo,25,40,8,88,9,6035,5399,1691,3303,1846
2020,06707,Saladillo,25,40,8,84,8,6298,5496,1687,3301,1890
2021,06707,Saladillo,25,39,8,83,8,6267,5451,1640,3332,1936
2022,06707,Saladillo,25,37,8,82,8,6554,5584,1619,3313,2003
2023,06707,Saladillo,28,36,8,84,8,6734,5572,1673,3260,2034
2011,06721,Salliqueló,5,6,3,28,,1724,1675,468,842,487
2012,06721,Salliqueló,5,6,3,27,,1970,1653,490,837,530
2013,06721,Salliqueló,5,6,3,28,,1846,1560,481,813,536
2014,06721,Salliqueló,5,6,3,28,,1932,1577,474,811,576
2015,06721,Salliqueló,5,6,3,28,,1956,1624,471,801,632
2016,06721,Salliqueló,5,5,3,26,,1788,1581,457,797,614
2017,06721,Salliqueló,5,5,3,26,,1908,1599,465,783,586
2018,06721,Salliqueló,5,5,3,26,,2013,1483,467,745,594
2019,06721,Salliqueló,5,5,3,25,,2063,1623,481,749,610
2020,06721,Salliqueló,5,5,3,25,,1721,1538,486,753,573
2021,06721,Salliqueló,5,5,3,25,,1885,1623,472,771,576
2022,06721,Salliqueló,5,5,3,25,,1782,1574,420,753,579
2023,06721,Salliqueló,5,5,3,25,,1875,1664,386,771,582
2011,06714,Salto,20,22,12,60,10,5256,4876,1758,3616,2320
2012,06714,Salto,20,21,12,60,10,5357,5057,1788,3604,2391
2013,06714,Salto,20,21,12,64,10,5383,5221,1884,3649,2364
2014,06714,Salto,20,21,12,64,9,5516,5308,1986,3699,2297
2015,06714,Salto,20,20,12,65,9,5860,5554,1961,3742,2488
2016,06714,Salto,20,20,12,65,9,5959,5787,1962,3754,2613
2017,06714,Salto,20,20,12,61,9,5962,5657,1942,3787,2646
2018,06714,Salto,20,20,12,61,9,5796,5715,1926,3776,2688
2019,06714,Salto,20,20,12,60,9,5797,5644,1898,3862,2744
2020,06714,Salto,20,20,12,59,8,5850,5593,1900,3844,2847
2021,06714,Salto,20,20,12,61,7,5851,5667,1836,3853,2944
2022,06714,Salto,21,20,12,62,7,5873,5745,1847,3819,2897
2023,06714,Salto,21,20,12,61,7,5853,5659,1780,3739,2907
2011,06728,San Andrés de Giles,27,28,14,76,10,4592,4128,1387,2753,1846
2012,06728,San Andrés de Giles,27,28,14,76,9,4723,4358,1423,2759,1898
2013,06728,San Andrés de Giles,27,28,14,77,9,4792,4587,1440,2794,1946
2014,06728,San Andrés de Giles,27,29,14,78,10,4561,4644,1438,2769,1934
2015,06728,San Andrés de Giles,27,30,14,80,9,4716,4659,1568,2800,1981
