anio,municipio_id,municipio_nombre,promocion_efectiva_primaria,promocion_efectiva_secundaria,repitencia_primaria,repitencia_secundaria,reinscripcion_primaria,reinscripcion_secundaria,abandono_interanual_primaria,abandono_interanual_secundaria,alumnos_promovidos_primaria,alumnos_promovidos_secundaria,alumnos_no_promovidos_primaria,alumnos_no_promovidos_secundaria,salidos_sin_pase_primaria,salidos_sin_pase_secundaria,salidos_con_pase_primaria,salidos_con_pase_secundaria,sobreedad_primaria,sobreedad_secundaria,sobreedad_avanzada_primaria,sobreedad_avanzada_secundaria
2016,06112,Bragado,96.08,81.66,3.57,12.69,0.05,0.62,0.29,5.03,98.02,83.58,1.98,16.42,0.09,3.56,2.47,4.70,5.85,30.42,0.73,12.90
2017,06112,Bragado,96.22,81.58,3.58,12.70,0.05,0.48,0.15,5.24,98.02,81.05,1.98,18.95,0.00,3.56,2.82,5.37,6.07,29.07,0.81,12.60
2018,06112,Bragado,94.85,83.29,4.36,11.02,0.00,0.29,0.80,5.39,97.94,86.86,2.06,13.14,0.02,3.34,3.09,4.51,5.71,28.22,0.52,12.64
2019,06112,Bragado,95.86,89.27,3.59,8.10,0.00,0.24,0.55,2.38,97.64,87.41,2.36,12.59,0.00,1.88,2.92,5.56,6.18,25.22,0.60,10.65
2020,06112,Bragado,99.58,99.09,0.17,0.00,0.05,0.02,0.20,0.88,100.00,99.49,0.00,0.51,0.00,0.12,1.73,4.43,6.72,20.74,0.55,7.82
2021,06112,Bragado,95.60,93.28,4.10,4.23,0.20,0.26,0.10,2.23,98.84,94.44,1.16,5.56,0.02,0.11,0.92,0.67,4.67,22.61,0.33,6.77
2022,06112,Bragado,97.52,93.76,2.15,4.50,0.25,0.60,0.08,1.14,98.27,92.59,1.73,7.41,0.00,0.21,1.78,2.88,5.17,25.39,0.38,8.60
2012,06119,Brandsen,99.49,87.05,1.78,5.56,0.00,0.96,-1.27,6.42,98.33,89.44,1.67,10.56,0.03,1.52,5.65,3.72,11.39,30.38,2.94,11.54
2013,06119,Brandsen,99.73,87.00,0.82,7.97,0.08,0.79,-0.63,4.25,99.20,83.68,0.80,16.32,0.50,1.15,4.44,3.73,10.40,23.47,3.00,7.75
2014,06119,Brandsen,100.03,89.31,1.01,6.19,0.00,1.72,-1.03,2.78,99.02,87.32,0.98,12.68,0.62,1.07,4.74,2.94,8.10,23.72,1.65,8.49
2015,06119,Brandsen,99.89,88.14,1.58,6.68,0.95,0.03,-2.42,5.14,98.48,87.55,1.52,12.45,0.76,0.72,4.36,3.72,7.08,23.39,1.71,7.80
2016,06119,Brandsen,96.78,84.90,3.06,9.87,0.00,1.66,0.16,3.57,98.36,85.22,1.64,14.78,0.25,1.94,2.04,4.51,8.38,23.19,1.32,8.08
2017,06119,Brandsen,96.07,84.48,4.47,8.93,0.00,0.12,-0.54,6.48,98.71,82.48,1.29,17.52,0.12,2.22,3.77,4.47,10.88,26.37,1.08,8.16
2018,06119,Brandsen,95.70,89.05,4.02,9.97,0.00,0.67,0.28,0.31,98.80,91.41,1.20,8.59,0.25,0.90,3.57,3.95,6.86,24.62,1.29,8.23
2019,06119,Brandsen,98.22,83.71,2.14,10.68,0.53,1.62,-0.88,3.99,99.16,83.85,0.84,16.15,0.17,1.42,2.74,5.55,5.08,26.65,0.98,9.13
2020,06119,Brandsen,100.34,99.31,0.27,0.15,0.22,0.00,-0.83,0.54,100.00,97.00,0.00,3.00,0.00,0.41,3.44,5.20,5.42,23.05,0.78,7.61
2021,06119,Brandsen,99.05,90.79,0.83,5.97,0.00,0.84,0.12,2.41,99.93,93.19,0.07,6.81,0.00,0.16,1.80,1.15,3.10,23.18,0.32,6.85
2022,06119,Brandsen,98.46,89.32,0.15,6.88,0.00,0.59,1.39,3.21,99.85,89.73,0.15,10.27,0.00,0.23,2.77,3.71,1.44,19.38,0.12,5.61
2012,06126,Campana,98.73,77.11,0.98,11.54,0.02,1.35,0.27,10.00,99.36,77.04,0.64,22.96,0.26,1.83,4.02,3.91,12.08,39.35,3.07,17.83
2013,06126,Campana,99.01,78.54,0.55,10.40,0.04,0.51,0.40,10.56,99.54,80.49,0.46,19.51,0.07,1.19,3.28,4.36,9.08,37.12,2.33,16.01
2014,06126,Campana,99.15,84.39,0.92,8.92,0.00,1.35,-0.08,5.34,99.03,82.86,0.97,17.14,0.05,0.86,3.69,3.65,6.71,33.73,1.52,14.73
2015,06126,Campana,98.57,83.78,1.22,10.96,0.04,0.65,0.17,4.61,98.84,80.97,1.16,19.03,0.10,0.81,3.54,3.84,5.24,34.32,1.05,13.47
2016,06126,Campana,97.84,79.57,2.01,12.43,0.03,1.36,0.12,6.64,97.97,77.66,2.03,22.34,0.07,0.86,3.76,3.56,4.31,34.50,0.82,15.51
2017,06126,Campana,99.20,83.29,1.15,13.27,0.02,0.66,-0.36,2.78,99.06,80.65,0.94,19.35,0.05,0.67,3.61,3.68,4.72,31.67,0.89,14.04
2018,06126,Campana,98.88,86.46,1.10,11.28,0.03,1.20,-0.02,1.06,99.17,83.12,0.83,16.88,0.08,0.67,3.72,4.33,4.05,31.78,0.52,14.55
2019,06126,Campana,99.04,86.16,1.20,11.74,0.00,0.43,-0.24,1.68,99.43,85.94,0.57,14.06,0.01,0.45,3.23,3.55,2.64,30.41,0.46,14.48
2020,06126,Campana,99.95,98.19,0.03,0.00,0.02,0.02,0.00,1.79,99.96,98.26,0.04,1.74,0.02,0.67,4.23,2.67,1.98,23.75,0.21,10.68
2021,06126,Campana,99.54,92.64,0.47,5.65,0.00,0.86,-0.01,0.85,99.89,93.32,0.11,6.68,0.02,0.43,1.35,2.70,1.36,21.11,0.08,8.92
2022,06126,Campana,99.39,91.93,0.42,6.11,0.00,0.48,0.19,1.48,99.61,91.21,0.39,8.79,0.04,0.29,3.86,3.34,1.14,20.54,0.13,7.50
2012,06134,Cañuelas,98.54,81.53,3.12,10.79,0.20,2.37,-1.87,5.31,97.02,77.98,2.98,22.02,0.09,1.61,4.25,5.02,15.04,42.43,4.17,16.49
2013,06134,Cañuelas,100.11,78.95,1.57,10.56,0.14,3.32,-1.82,7.17,98.22,79.57,1.78,20.43,0.29,1.32,3.88,6.81,13.85,37.95,3.79,15.70
2014,06134,Cañuelas,97.90,84.83,2.38,7.87,0.12,1.34,-0.40,5.97,98.34,85.37,1.66,14.63,0.18,0.64,4.53,5.87,10.76,37.46,2.74,14.46
2015,06134,Cañuelas,99.65,83.09,1.96,10.77,0.24,1.80,-1.86,4.35,98.13,81.78,1.87,18.22,0.16,0.34,4.09,4.86,9.59,32.32,2.45,12.20
2016,06134,Cañuelas,95.82,78.89,4.38,14.38,0.14,0.11,-0.33,6.62,96.65,79.67,3.35,20.33,0.07,0.23,4.13,4.90,6.92,31.22,1.68,12.29
2017,06134,Cañuelas,96.34,78.50,4.83,14.73,0.08,1.21,-1.25,5.56,96.13,75.61,3.87,24.39,0.01,2.52,4.06,5.85,7.47,34.27,1.69,15.73
2018,06134,Cañuelas,95.53,82.72,4.46,12.33,0.05,2.10,-0.04,2.85,96.56,81.35,3.44,18.65,0.00,0.03,3.01,6.16,9.01,31.51,2.13,13.04
2019,06134,Cañuelas,96.94,82.98,2.95,11.91,0.45,3.65,-0.34,1.46,98.03,84.96,1.97,15.04,0.01,0.13,3.22,3.93,8.43,31.03,2.00,12.74
2020,06134,Cañuelas,100.69,97.84,0.10,0.05,0.14,0.19,-0.93,1.92,99.98,99.09,0.02,0.91,0.00,0.02,3.12,3.98,6.42,28.62,1.33,11.86
2021,06134,Cañuelas,98.94,90.75,2.49,8.27,0.08,0.66,-1.51,0.32,98.79,92.12,1.21,7.88,0.00,0.04,0.66,1.76,5.87,26.93,1.30,9.86
2022,06134,Cañuelas,98.85,88.47,1.33,7.89,0.17,2.11,-0.36,1.53,99.16,90.20,0.84,9.80,0.00,0.37,3.15,3.25,4.85,23.49,1.10,8.03
2012,06140,Capitán Sarmiento,98.03,86.57,1.84,8.09,0.06,0.14,0.06,5.20,98.59,81.62,1.41,18.38,0.19,1.95,3.61,6.52,12.28,36.85,3.56,14.42
2013,06140,Capitán Sarmiento,98.28,82.85,1.34,9.66,0.00,3.31,0.38,4.19,99.10,82.55,0.90,17.45,0.31,4.66,3.70,4.44,11.24,38.83,3.70,14.58
2014,06140,Capitán Sarmiento,97.68,79.10,1.68,11.05,0.00,0.47,0.64,9.38,98.76,80.43,1.24,19.57,0.25,7.10,4.13,4.33,8.19,34.90,2.39,14.47
2015,06140,Capitán Sarmiento,96.11,83.79,2.37,7.77,0.53,0.66,0.99,7.77,98.33,80.20,1.67,19.80,0.39,2.76,4.55,5.02,6.72,32.23,1.78,13.16
2016,06140,Capitán Sarmiento,95.01,83.58,4.26,11.09,0.00,0.55,0.73,4.78,97.60,82.12,2.40,17.88,0.26,1.34,3.03,6.42,6.25,29.66,0.86,10.74
2017,06140,Capitán Sarmiento,95.55,88.43,4.58,10.36,0.07,0.57,-0.20,0.64,97.36,84.32,2.64,15.68,0.06,0.27,2.72,5.70,6.77,26.97,1.00,8.80
2018,06140,Capitán Sarmiento,95.53,92.48,2.89,5.67,0.33,2.18,1.25,-0.33,98.41,87.09,1.59,12.91,0.32,0.13,3.01,5.87,8.15,42.08,1.51,17.94
2019,06140,Capitán Sarmiento,95.83,93.80,3.51,7.19,0.13,0.00,0.53,-0.99,98.81,87.65,1.19,12.35,0.00,0.76,3.64,6.48,6.16,22.87,0.66,10.09
2020,06140,Capitán Sarmiento,100.46,99.68,0.07,0.06,0.20,0.00,-0.73,0.26,100.00,95.97,0.00,4.03,0.07,0.07,2.52,5.00,7.12,26.34,1.12,10.24
2021,06140,Capitán Sarmiento,98.05,91.91,2.47,5.83,0.13,0.00,-0.65,2.26,99.28,87.38,0.72,12.62,0.13,2.33,0.85,1.24,4.48,23.01,0.26,8.65
2022,06140,Capitán Sarmiento,98.19,92.19,1.68,5.19,0.19,0.81,-0.06,1.81,98.47,90.40,1.53,9.60,0.00,2.28,2.04,4.04,4.66,21.63,0.26,8.38
2012,06147,Carlos Casares,97.41,79.11,1.40,14.90,0.04,5.33,1.15,0.67,99.65,79.12,0.35,20.88,0.12,3.73,5.47,6.99,8.70,37.22,1.74,15.56
2013,06147,Carlos Casares,98.53,79.14,1.51,11.43,0.04,1.16,-0.09,8.27,99.56,81.84,0.44,18.16,0.08,3.36,5.50,7.70,5.14,36.83,0.99,15.26
2014,06147,Carlos Casares,99.05,80.83,0.82,10.63,0.00,2.41,0.13,6.13,99.52,85.29,0.48,14.71,0.00,1.89,5.11,9.03,4.48,35.32,1.16,14.49
2015,06147,Carlos Casares,98.97,78.80,0.52,9.99,0.00,0.83,0.52,10.38,99.57,77.97,0.43,22.03,0.12,3.49,4.26,6.44,4.16,35.49,0.86,15.38
2016,06147,Carlos Casares,95.72,81.78,1.53,10.98,0.00,0.50,2.75,6.73,98.78,77.25,1.22,22.75,0.05,3.67,3.63,5.16,3.14,34.23,0.48,16.02
2017,06147,Carlos Casares,96.77,80.65,2.50,13.57,0.18,1.07,0.55,4.70,97.98,79.73,2.02,20.27,0.00,1.42,4.18,6.68,2.96,28.96,0.27,10.85
2018,06147,Carlos Casares,96.63,84.70,3.01,9.82,0.00,0.48,0.36,5.00,98.28,82.83,1.72,17.17,0.00,1.51,4.93,9.55,4.90,31.35,0.31,14.34
2019,06147,Carlos Casares,96.25,83.62,2.85,11.85,0.09,0.48,0.81,4.05,98.22,84.74,1.78,15.26,0.00,1.98,5.07,11.89,5.60,23.46,0.32,9.89
2020,06147,Carlos Casares,100.55,98.49,0.37,0.22,0.05,0.26,-0.96,1.04,100.00,98.97,0.00,1.03,0.00,0.00,3.96,10.04,5.28,23.61,0.14,9.88
2021,06147,Carlos Casares,96.57,91.14,3.03,5.27,0.04,0.13,0.36,3.47,98.14,93.05,1.86,6.95,0.00,1.28,0.95,1.31,3.39,18.51,0.04,8.48
2022,06147,Carlos Casares,99.11,85.65,1.47,7.94,0.09,0.21,-0.67,6.20,98.54,93.40,1.46,6.60,0.04,2.04,2.04,5.44,4.28,20.72,0.27,7.30
2012,06154,Carlos Tejedor,94.20,78.30,3.02,8.97,0.00,2.60,2.78,10.13,98.41,79.71,1.59,20.29,0.00,4.50,3.56,3.44,12.91,26.10,1.96,9.42
2013,06154,Carlos Tejedor,95.80,84.45,3.70,11.07,0.00,2.29,0.50,2.19,98.81,83.52,1.19,16.48,0.00,3.65,3.48,3.33,9.41,21.76,2.02,8.68
2014,06154,Carlos Tejedor,96.93,81.21,1.96,9.95,0.00,0.74,1.11,8.09,98.37,84.24,1.63,15.76,0.25,4.07,4.38,3.18,8.94,28.74,1.02,11.81
2015,06154,Carlos Tejedor,95.73,79.84,2.04,13.32,0.27,4.20,1.96,2.65,98.20,79.87,1.80,20.13,0.00,2.48,3.08,2.68,9.69,25.36,1.07,11.04
2016,06154,Carlos Tejedor,95.85,76.25,3.32,14.38,0.00,1.09,0.83,8.28,98.05,77.66,1.95,22.34,0.09,1.24,4.96,2.65,8.57,26.75,0.92,9.83
2017,06154,Carlos Tejedor,95.54,85.85,2.60,10.15,0.56,1.86,1.30,2.14,98.51,89.28,1.49,10.72,0.00,1.28,4.60,5.12,8.36,24.86,0.74,10.52
2018,06154,Carlos Tejedor,94.37,79.82,3.72,14.45,0.09,1.18,1.81,4.55,98.54,87.03,1.46,12.97,0.00,2.60,2.98,2.84,8.08,23.82,0.54,10.00
2019,06154,Carlos Tejedor,94.04,85.37,3.67,9.63,0.55,0.98,1.74,4.01,99.07,88.06,0.93,11.94,0.00,2.03,2.75,4.04,6.70,24.35,0.92,8.03
2020,06154,Carlos Tejedor,97.35,96.58,0.64,0.26,0.55,3.33,1.46,-0.18,100.00,98.41,0.00,1.59,0.00,1.20,2.81,2.48,5.29,29.51,0.55,12.17
2021,06154,Carlos Tejedor,95.22,82.41,3.34,8.44,0.00,2.99,1.44,6.16,98.81,85.42,1.19,14.58,0.27,3.05,1.09,1.80,5.32,26.30,0.45,11.52
2022,06154,Carlos Tejedor,96.46,79.96,1.27,8.64,0.00,0.74,2.27,10.66,98.62,84.60,1.38,15.40,0.09,2.71,2.40,2.53,5.35,18.75,0.54,7.08
2012,06161,Carmen de Areco,97.95,74.94,2.35,14.07,0.18,1.23,-0.48,9.76,97.68,72.54,2.32,27.46,0.52,4.47,6.31,6.24,11.85,34.05,3.37,14.99
2013,06161,Carmen de Areco,98.23,78.25,2.99,10.29,0.06,1.40,-1.28,10.07,98.72,74.69,1.28,25.31,0.23,3.89,5.62,7.03,13.53,21.53,5.06,9.99
2014,06161,Carmen de Areco,96.69,75.71,2.29,17.26,0.12,1.76,0.90,5.27,98.65,74.61,1.35,25.39,0.80,2.45,4.81,7.71,11.08,27.21,3.55,11.27
2015,06161,Carmen de Areco,98.94,73.66,2.05,13.48,0.31,3.65,-1.30,9.22,98.50,78.37,1.50,21.63,0.47,4.30,6.34,6.94,9.31,31.29,2.11,11.21
2016,06161,Carmen de Areco,96.15,80.56,3.42,14.01,0.06,1.62,0.37,3.80,97.28,73.85,2.72,26.15,0.00,1.55,5.01,6.42,9.58,30.99,1.28,14.79
2017,06161,Carmen de Areco,96.66,79.16,3.34,14.23,0.91,2.49,-0.91,4.11,97.50,74.03,2.50,25.97,0.23,1.02,5.55,5.94,6.75,27.04,1.28,12.27
2018,06161,Carmen de Areco,95.72,79.92,3.24,11.64,0.00,2.16,1.04,6.28,98.74,89.32,1.26,10.68,0.00,1.86,5.03,6.47,6.78,21.45,1.10,8.89
2019,06161,Carmen de Areco,96.63,86.32,2.57,11.89,0.24,0.64,0.55,1.15,99.82,90.28,0.18,9.72,0.00,0.86,4.85,5.77,6.18,20.14,1.22,9.21
2020,06161,Carmen de Areco,99.39,99.75,0.48,0.19,0.24,0.00,-0.12,0.06,100.00,100.00,0.00,0.00,0.00,0.12,4.41,5.86,3.93,19.34,0.54,9.49
2021,06161,Carmen de Areco,97.94,88.16,1.39,6.69,0.00,0.24,0.67,4.91,99.82,97.03,0.18,2.97,0.12,0.00,2.15,0.56,2.97,12.79,0.48,4.20
2022,06161,Carmen de Areco,100.55,91.01,0.67,7.08,0.12,0.06,-1.34,1.85,99.94,95.29,0.06,4.71,0.00,0.17,3.68,2.32,4.58,12.86,0.43,4.29
2012,06168,Castelli,99.19,77.87,0.69,9.68,0.35,2.49,-0.23,9.96,99.06,75.14,0.94,24.86,0.00,1.64,5.19,1.92,6.71,22.82,0.81,8.58
2013,06168,Castelli,98.17,81.01,1.34,12.37,0.12,1.01,0.37,5.61,98.39,82.81,1.61,17.19,0.00,2.68,4.79,2.32,6.60,21.01,0.61,5.61
2014,06168,Castelli,99.01,91.90,0.99,3.49,0.00,0.42,0.00,4.19,99.38,94.08,0.62,5.92,0.00,2.72,5.40,1.98,5.45,22.77,0.74,6.42
2015,06168,Castelli,98.02,91.35,1.36,3.98,0.12,0.00,0.49,4.67,98.25,92.02,1.75,7.98,0.12,2.01,6.18,3.26,3.83,32.14,0.49,4.81
2016,06168,Castelli,98.97,85.58,1.42,7.69,0.39,0.00,-0.77,6.73,98.97,86.52,1.03,13.48,0.49,0.91,7.06,2.15,3.48,30.36,0.77,4.81
2017,06168,Castelli,97.64,96.79,1.44,6.96,0.00,1.07,0.92,-4.82,98.67,89.09,1.33,10.91,0.12,2.96,4.75,6.87,3.75,30.39,0.65,5.35
2018,06168,Castelli,98.92,94.23,2.02,3.97,0.00,1.15,-0.94,0.64,98.93,85.23,1.07,14.77,0.00,7.47,6.11,2.83,3.10,28.94,0.27,7.27
2019,06168,Castelli,97.32,92.79,2.04,4.08,0.00,1.36,0.64,1.77,99.62,88.93,0.38,11.07,0.00,4.62,6.14,2.44,3.43,19.86,0.89,7.91
2020,06168,Castelli,99.88,102.71,0.00,0.41,0.00,0.00,0.12,-3.11,100.00,100.00,0.00,0.00,0.00,0.00,3.33,4.27,3.73,20.95,0.25,8.71
2021,06168,Castelli,99.63,95.16,0.49,7.33,0.25,0.13,-0.37,-2.62,100.00,86.88,0.00,13.12,0.00,0.00,1.70,0.70,1.72,17.15,0.25,6.68
2022,06168,Castelli,98.25,93.53,0.70,7.23,0.00,0.00,1.05,-0.76,99.19,88.83,0.81,11.17,0.00,0.00,3.83,4.55,0.47,19.21,0.12,7.51
2012,06210,Chacabuco,97.24,80.98,2.15,11.05,0.10,0.47,0.50,7.50,98.63,86.48,1.37,13.52,0.08,2.41,3.53,4.36,7.60,31.69,1.21,8.73
2013,06210,Chacabuco,99.52,82.05,1.15,10.01,0.06,1.71,-0.73,6.23,99.30,87.01,0.70,12.99,0.10,3.39,3.90,5.08,6.61,23.54,1.43,7.85
2014,06210,Chacabuco,100.46,82.98,0.38,8.88,0.02,1.55,-0.86,6.58,99.76,86.92,0.24,13.08,0.17,2.11,3.34,3.95,6.03,22.66,1.27,7.00
2015,06210,Chacabuco,97.36,84.84,1.35,7.65,0.00,0.47,1.29,7.04,99.50,87.94,0.50,12.06,0.12,2.29,2.48,4.22,4.49,21.17,0.93,6.74
2016,06210,Chacabuco,97.69,81.92,1.54,10.54,0.00,0.30,0.76,7.24,98.93,85.53,1.07,14.47,0.10,1.19,3.29,3.61,3.05,20.46,0.58,7.06
2017,06210,Chacabuco,96.46,85.44,2.40,9.80,0.10,1.57,1.05,3.20,98.63,87.83,1.37,12.17,0.17,1.31,3.14,4.06,2.74,24.64,0.54,8.01
2018,06210,Chacabuco,95.73,86.31,2.45,8.81,0.23,0.02,1.59,4.86,99.39,91.71,0.61,8.29,0.04,0.48,4.72,3.76,4.19,16.48,0.39,4.72
2019,06210,Chacabuco,96.69,91.11,2.08,7.01,0.00,0.24,1.23,1.63,99.05,91.63,0.95,8.37,0.06,0.62,3.21,5.77,3.03,16.25,0.23,4.85
2020,06210,Chacabuco,99.16,99.24,0.34,0.27,0.02,0.42,0.47,0.06,100.00,98.97,0.00,1.03,0.02,0.13,3.45,3.71,4.17,16.17,0.52,3.01
2021,06210,Chacabuco,98.60,92.64,1.74,3.15,0.02,0.41,-0.37,3.81,99.09,92.38,0.91,7.62,0.00,0.21,0.55,2.61,2.35,13.01,0.22,4.08
2022,06210,Chacabuco,97.52,91.50,1.98,3.72,0.00,0.08,0.50,4.70,98.32,97.20,1.68,2.80,0.00,0.09,2.08,2.00,2.85,14.99,0.26,3.07
2012,06218,Chascomús,99.86,80.48,1.62,11.18,0.14,1.27,-1.62,7.07,98.26,80.08,1.74,19.92,0.00,1.10,3.15,5.37,11.23,35.22,1.69,17.61
2013,06218,Chascomús,97.22,82.96,2.22,10.05,1.42,0.50,-0.86,6.49,99.20,81.43,0.80,18.57,0.02,0.19,3.09,5.47,9.55,36.44,1.73,15.34
2014,06218,Chascomús,97.98,87.19,0.84,7.09,0.28,1.73,0.90,3.99,98.86,82.24,1.14,17.76,0.03,0.18,4.43,4.67,6.96,31.32,1.09,14.00
2015,06218,Chascomús,97.76,87.68,2.54,8.62,0.30,1.08,-0.60,2.62,97.98,82.81,2.02,17.19,0.11,0.52,3.51,3.63,6.66,32.82,0.97,11.67
2016,06218,Chascomús,97.59,83.21,2.88,9.92,0.74,3.55,-1.22,3.32,97.51,82.54,2.49,17.46,0.00,0.50,3.64,2.99,5.47,27.99,0.68,12.13
2017,06218,Chascomús,96.24,85.13,3.45,10.32,0.71,3.09,-0.40,1.47,97.11,81.44,2.89,18.56,0.09,0.85,3.48,3.60,5.92,24.59,0.91,10.06
2018,06218,Chascomús,95.54,85.48,3.44,11.49,0.16,1.45,0.87,1.58,98.18,86.06,1.82,13.94,0.17,0.07,3.48,3.67,8.30,23.36,1.25,9.07
2019,06218,Chascomús,97.46,86.68,2.22,8.69,0.40,1.51,-0.09,3.12,98.60,87.78,1.40,12.22,0.02,0.12,3.10,4.13,7.00,25.22,1.37,9.26
2020,06218,Chascomús,99.26,98.83,0.13,0.05,0.13,0.00,0.47,1.13,99.95,97.66,0.05,2.34,0.00,0.14,2.76,3.54,6.22,25.94,1.26,7.34
2021,06218,Chascomús,97.89,91.43,2.23,5.95,0.00,0.27,-0.11,2.35,99.31,89.02,0.69,10.98,0.09,0.24,1.63,1.42,5.76,22.75,0.73,6.44
2022,06218,Chascomús,98.78,90.14,1.50,7.60,0.00,0.87,-0.28,1.39,99.24,87.13,0.76,12.87,0.05,0.74,2.03,3.21,3.02,21.04,0.46,5.68
2012,06224,Chivilcoy,97.31,78.00,2.58,10.81,0.02,2.53,0.09,8.67,98.14,72.09,1.86,27.91,0.21,4.57,4.06,6.44,8.31,35.52,1.64,16.94
2013,06224,Chivilcoy,99.00,79.57,1.08,13.19,0.03,0.89,-0.11,6.35,99.18,76.95,0.82,23.05,0.39,3.99,4.47,6.15,8.36,30.47,1.51,13.81
2014,06224,Chivilcoy,98.46,82.57,1.28,11.22,0.02,1.17,0.25,5.04,98.89,79.15,1.11,20.85,0.04,3.99,5.03,4.27,7.72,31.54,1.25,15.09
2015,06224,Chivilcoy,98.06,85.28,1.90,9.48,0.03,0.32,0.02,4.91,98.36,82.90,1.64,17.10,0.21,2.78,3.95,4.63,6.23,31.88,1.14,16.38
2016,06224,Chivilcoy,97.26,82.22,2.41,12.41,0.05,0.44,0.28,4.93,98.56,81.44,1.44,18.56,0.12,2.87,4.63,5.59,6.18,29.76,0.85,13.82
2017,06224,Chivilcoy,98.13,85.12,2.40,8.84,0.11,0.43,-0.64,5.61,98.19,82.70,1.81,17.30,0.03,2.17,5.01,5.29,6.43,28.80,0.90,12.04
2018,06224,Chivilcoy,96.63,85.00,2.64,10.55,0.09,1.01,0.64,3.44,98.70,87.45,1.30,12.55,0.11,1.57,3.83,6.21,6.29,28.88,0.88,11.99
2019,06224,Chivilcoy,97.26,85.32,1.99,10.77,0.05,1.50,0.70,2.40,98.95,85.42,1.05,14.58,0.00,1.18,3.97,4.97,6.15,26.07,0.69,10.37
2020,06224,Chivilcoy,100.49,98.67,0.17,0.06,0.05,0.61,-0.71,0.66,99.87,98.63,0.13,1.37,0.02,0.47,4.09,5.73,4.13,24.31,0.38,9.04
2021,06224,Chivilcoy,97.13,91.62,2.26,5.32,0.09,0.19,0.52,2.87,99.24,89.84,0.76,10.16,0.00,0.66,1.18,1.84,3.64,21.72,0.17,8.35
2022,06224,Chivilcoy,99.29,88.92,0.74,7.08,0.06,0.27,-0.10,3.72,99.73,88.42,0.27,11.58,0.03,0.51,4.09,3.32,3.27,18.59,0.19,7.22
2012,06175,Colón,96.45,80.82,3.93,11.32,0.11,2.53,-0.50,5.33,96.21,83.02,3.79,16.98,0.22,7.79,3.75,7.57,11.00,36.06,1.68,15.01
2013,06175,Colón,98.06,78.86,1.75,12.02,0.00,1.67,0.19,7.46,98.16,80.95,1.84,19.05,0.07,5.58,2.64,3.21,11.10,34.91,2.77,16.01
2014,06175,Colón,97.37,79.95,2.82,13.87,0.04,0.75,-0.23,5.44,96.74,76.97,3.26,23.03,0.37,4.08,3.96,4.57,10.36,34.05,2.40,14.61
2015,06175,Colón,96.56,80.03,2.24,10.78,0.00,0.73,1.20,8.46,97.81,82.45,2.19,17.55,0.27,6.55,3.43,3.27,9.50,33.98,2.16,16.62
2016,06175,Colón,92.66,75.39,5.74,17.10,1.29,1.04,0.31,6.47,97.33,82.55,2.67,17.45,0.23,4.54,2.73,3.34,7.85,31.21,1.56,13.63
2017,06175,Colón,92.06,78.62,5.80,15.12,0.08,2.51,2.07,3.75,97.89,79.02,2.11,20.98,0.08,4.77,2.56,1.98,9.21,32.88,1.19,15.08
2018,06175,Colón,93.70,84.64,4.73,10.97,0.00,0.46,1.58,3.93,98.58,88.65,1.42,11.35,0.04,2.38,2.74,3.42,8.72,32.01,1.37,13.96
2019,06175,Colón,93.70,88.69,4.53,6.88,1.65,0.24,0.12,4.19,98.47,84.22,1.53,15.78,0.04,1.99,1.99,2.50,6.88,29.70,1.07,11.58
2020,06175,Colón,99.92,99.19,0.12,0.00,0.08,0.04,-0.12,0.77,100.00,99.47,0.00,0.53,0.00,0.09,2.54,2.51,6.95,26.42,0.82,11.56
2021,06175,Colón,97.14,91.36,2.98,6.95,0.00,0.00,-0.12,1.69,99.05,95.44,0.95,4.56,0.00,0.08,0.82,1.48,4.68,25.36,0.41,9.70
2022,06175,Colón,97.26,86.13,1.54,8.45,0.12,0.08,1.08,5.34,99.00,88.44,1.00,11.56,0.00,0.04,1.66,3.97,4.15,23.06,0.33,7.32
2012,06189,Coronel Dorrego,97.30,88.93,0.64,7.36,0.00,0.45,2.06,3.27,99.49,87.11,0.51,12.89,0.00,3.41,4.68,2.84,7.87,23.11,1.49,9.29
2013,06189,Coronel Dorrego,99.28,87.73,0.36,5.92,0.00,2.74,0.36,3.61,99.57,92.39,0.43,7.61,0.00,2.09,5.74,3.19,7.48,22.16,1.37,9.06
2014,06189,Coronel Dorrego,99.20,88.34,1.16,5.80,0.00,0.84,-0.36,5.03,99.35,90.18,0.65,9.82,0.14,3.17,4.28,5.56,5.71,19.62,1.16,7.54
2015,06189,Coronel Dorrego,97.95,86.46,1.63,7.50,0.00,1.60,0.42,4.44,98.79,86.14,1.21,13.86,0.07,3.16,5.11,5.53,4.32,22.08,0.57,7.08
2016,06189,Coronel Dorrego,98.39,84.85,1.82,7.97,0.00,1.35,-0.21,5.83,98.18,86.10,1.82,13.90,0.14,2.88,4.34,7.45,4.98,20.91,0.42,8.18
2017,06189,Coronel Dorrego,98.13,87.45,2.73,9.93,0.00,2.70,-0.86,-0.07,99.00,89.82,1.00,10.18,0.07,2.22,2.98,5.00,5.51,20.29,0.36,6.06
2018,06189,Coronel Dorrego,94.35,88.83,3.37,11.45,0.07,2.13,2.20,-2.42,99.78,91.41,0.22,8.59,0.00,1.23,3.56,4.22,6.16,19.25,0.81,6.85
